0,-337.012284043
1,-341.911455457
2,-333.738306241
3,-316.505178972
4,-324.635888886
5,-323.500689013
6,-328.79003402
7,-325.307610288
8,-304.015649723
9,-324.198605183
10,-330.908048155
11,-330.021811926
12,-336.414329477
13,-313.617578575
14,-328.878164726
15,-329.27863589
16,-329.249137619
17,-319.702444891
18,-325.926971037
19,-326.937376194
20,-314.452714327
21,-329.199517444
22,-331.089131158
23,-319.922510747
24,-335.008990938
25,-324.436971608
26,-333.835948282
27,-323.916871784
28,-342.561801291
29,-341.013719827
30,-337.891387923
31,-326.011693273
32,-331.101068479
33,-316.603641233
34,-332.40053914
35,-327.662407
36,-325.535961233
37,-328.845297377
38,-333.060064064
39,-327.068895808
40,-320.557901451
41,-321.783483089
42,-316.125536319
43,-328.919352043
44,-333.231352551
45,-333.727674237
46,-328.992818073
47,-332.896367135
48,-317.226468324
49,-320.83795266
50,-311.06515416
51,-325.054274812
52,-312.035784273
53,-306.518276071
54,-322.146243637
55,-321.256217143
56,-316.524676693
57,-303.30690879
58,-321.57311558
59,-329.872543278
60,-309.713362111
61,-304.364415829
62,-315.098526264
63,-308.624828257
64,-312.771178853
65,-318.310151352
66,-318.192740218
67,-303.937298525
68,-299.892635543
69,-291.897225832
70,-302.988242126
71,-294.540524989
72,-297.587520957
73,-300.323353817
74,-293.403291287
75,-288.781281879
76,-274.56734941
77,-277.497973316
78,-271.025445365
79,-257.032256919
80,-265.092544432
81,-256.048100392
82,-251.739863908
83,-248.961978997
84,-262.378004108
85,-249.350771766
86,-246.251724582
87,-245.993259637
88,-257.517277029
89,-244.796748135
90,-239.11108303
91,-243.035347452
92,-240.629905657
93,-238.58865781
94,-222.723537944
95,-227.796996304
96,-211.417121272
97,-218.895576112
98,-216.87272334
99,-222.876567156
100,-228.545022212
101,-212.963740182
