0,-101.074449432
1,-104.810123279
2,-100.394728191
3,-106.494046666
4,-105.843163974
5,-102.728681417
6,-100.263142075
7,-101.715564154
8,-106.51305751
9,-100.929247518
10,-101.348707367
11,-101.174819199
12,-103.970699677
13,-102.363735495
14,-96.9470244343
15,-99.1116168882
16,-102.231629834
17,-90.3253615896
18,-91.9982007801
19,-84.4758951206
20,-83.408779877
21,-87.3348634668
22,-84.1208274945
23,-87.1592472624
24,-89.4014670268
25,-90.1665274132
26,-89.1027468666
27,-91.6803793873
28,-89.810400761
29,-90.9736962912
30,-87.4922568512
31,-85.0078187984
32,-85.3713934962
33,-82.6201773571
34,-86.5013677757
35,-83.5784752577
36,-81.8866902953
37,-80.8817686
38,-80.3123198676
39,-76.6881371751
40,-76.4296031013
41,-76.8978694941
42,-74.4835834862
43,-76.8025021221
44,-76.1891253588
45,-78.9253299598
46,-78.1264031533
47,-79.1884012978
48,-77.9981285025
49,-81.1915684392
50,-80.0999596796
51,-81.8794534104
52,-78.5783748088
53,-80.1772172628
54,-78.9669861548
55,-82.0987420207
56,-79.3136030905
57,-78.154169106
58,-80.500310796
59,-81.2551707898
60,-74.2557846698
61,-73.8558011554
62,-74.2924659253
63,-78.8784614792
64,-78.6089132733
65,-79.8278354269
66,-80.2149940082
67,-78.8766353528
68,-82.7470220439
69,-79.3784540947
70,-77.8563843332
71,-76.4481500248
72,-75.4598906871
73,-79.7570859884
74,-78.6655948367
75,-78.4971108682
76,-74.9851176133
77,-81.0046714979
78,-80.047893155
79,-78.0979655784
80,-78.3159990234
81,-76.9240339679
82,-77.8538249609
83,-74.2209553334
84,-78.4051654833
85,-73.0670260414
86,-74.4783429535
87,-77.5279677731
88,-76.8101842398
89,-77.0234686978
90,-73.6876665016
91,-76.748057615
92,-79.2639190044
93,-79.173478283
94,-78.7554798682
95,-80.1612197042
96,-79.3197801433
97,-77.090177724
98,-75.4696812108
99,-78.526807144
100,-76.2968467151
101,-75.1844424679
102,-78.1695188632
103,-77.1717321308
104,-75.3583921636
105,-78.9832626873
106,-76.9384638909
107,-76.9113196247
108,-74.2790316557
109,-74.8822127486
110,-74.5379315307
111,-74.6639186866
112,-74.6817487549
113,-74.7545232315
114,-76.988060755
115,-74.6450801941
116,-74.7457604505
117,-74.5582245697
118,-74.5112832123
119,-75.4752374379
120,-70.8838387519
121,-79.1011103693
122,-74.8438598254
123,-75.872708872
124,-75.0584972736
125,-74.9749438353
126,-75.8321722856
127,-75.0030003509
128,-77.1206011876
129,-75.1676571683
130,-75.5739684314
131,-76.1120642036
132,-74.4375773378
133,-75.665054338
134,-72.9854550528
135,-76.0772481148
136,-76.3723632274
137,-72.4558087028
138,-71.7765424245
139,-72.5776941245
140,-71.7557982191
141,-73.6703110119
142,-76.1759700643
143,-72.9958890352
144,-69.7049628859
145,-74.6477265107
146,-71.7833412827
147,-73.1725508598
148,-75.5143109919
149,-74.9502720393
150,-73.4488616546
151,-71.8210504356
152,-74.092227129
153,-75.6443379793
154,-77.671664883
155,-77.5315049285
156,-74.5461356351
157,-73.5132781395
158,-75.2832663285
159,-75.6204343533
160,-75.5913763745
161,-77.0655139594
162,-75.5659338793
163,-75.9763965344
164,-73.2802777126
165,-77.9906853207
166,-74.0954227246
167,-72.612616865
168,-73.9145916657
169,-71.0327062591
170,-75.7024797419
171,-75.7273520983
172,-74.5448144006
173,-74.7805382346
174,-74.2725495057
175,-77.0661236457
176,-73.1436328654
177,-74.9165266249
178,-74.0399233669
179,-70.1898221882
180,-75.2609571121
181,-73.6821063992
182,-75.9201267863
183,-69.3225012995
184,-70.7219808403
185,-71.9597940837
186,-73.6511231609
187,-73.5563157215
188,-71.8351131419
189,-72.4601251057
190,-71.5848791888
191,-73.0213883764
192,-75.3439797965
193,-70.6223767273
194,-72.6038197259
195,-73.7414274402
196,-74.5278729559
197,-70.7846996729
198,-72.6644549767
199,-73.0453382338
200,-70.7642130878
201,-72.4682849406
202,-74.4978021435
203,-70.7822934276
204,-70.8862015224
205,-71.7265657388
206,-70.1023491043
207,-71.4316803652
208,-73.8837587375
209,-72.4008011783
210,-71.6665425033
211,-69.3108333643
212,-70.9871101607
213,-73.4894230291
214,-72.5579130895
215,-70.2871491181
216,-71.3801148493
217,-72.7355031656
218,-69.6189820054
219,-72.4190850897
220,-70.9442220451
221,-72.2579375846
222,-72.6730183895
223,-75.9202871182
224,-71.2998743611
225,-73.1769354251
