0,-59.0367536619
1,-60.402951711
2,-57.7381779619
3,-58.3892442293
4,-56.1203289908
5,-57.25015736
6,-53.0424826014
7,-53.664482375
8,-52.5926385368
9,-52.3997013156
10,-53.6447176574
11,-51.8667132631
12,-53.130456611
13,-51.3309382548
14,-49.7888926694
15,-51.4333217052
16,-48.7555544519
17,-50.4045012007
18,-47.6602159158
19,-49.3964909838
20,-48.1856003298
21,-47.3377760184
22,-47.3280786
23,-48.9328403802
24,-48.2923862916
25,-46.3468432864
26,-47.2906068134
27,-46.4690358552
28,-44.4202831188
29,-46.3624226544
30,-49.0115171994
31,-49.0765792846
32,-48.0973674552
33,-48.6462425558
34,-48.1987255807
35,-47.0414983768
36,-46.7560665141
37,-49.2374318587
38,-47.8294519495
39,-49.0763988239
40,-46.7926694109
41,-48.8857536127
42,-50.3602748537
43,-49.028093131
44,-48.9317805095
45,-47.1001199946
46,-45.6712309616
47,-46.7491932284
48,-48.4420895226
49,-45.9616494032
50,-46.908827291
51,-45.3351741157
52,-46.4651443486
53,-47.2222390287
54,-46.4198812197
55,-44.9462184856
56,-45.081788643
57,-45.8437986951
58,-47.6371074508
59,-45.8719930111
60,-45.5944485062
61,-46.0746748339
62,-45.8731227106
63,-45.9265813544
64,-42.6614889131
65,-45.3595042106
66,-44.9957279223
67,-47.7022485799
68,-44.9116187164
69,-45.2329044067
70,-44.2430880439
71,-44.1486681987
72,-43.0018342301
73,-44.2611517522
74,-45.9596107509
75,-44.1600813038
76,-44.8732578352
77,-45.5986518655
78,-45.660829413
79,-44.7582063101
80,-43.9585456028
81,-43.5834537904
82,-44.7366280383
83,-44.8253684605
84,-46.7740694128
85,-45.2739638521
86,-45.6877112653
87,-44.6290721594
88,-46.2472602363
89,-46.2234045586
90,-43.6618150534
91,-45.1819351092
92,-44.19414593
93,-42.825937182
94,-44.2148758982
95,-44.7199305043
96,-44.9453804232
97,-44.9235096194
98,-46.4599719186
99,-45.626291219
100,-44.3530027747
101,-43.9616396041
102,-44.3854334157
103,-46.3445195854
104,-44.6985200259
105,-41.9011712118
106,-46.0921273102
107,-44.32859315
108,-42.7059893173
109,-45.8488276384
110,-45.1861681501
111,-43.1498959671
112,-41.5933074618
113,-41.4669895352
114,-41.7025531094
115,-43.6967743333
116,-42.7043723537
117,-44.2242624375
118,-44.1192383134
119,-41.2726855199
120,-41.443707706
121,-42.5997182865
122,-41.5300318539
123,-44.0124981376
124,-41.5722178863
125,-41.8397049738
126,-39.8751913358
127,-40.9231013857
128,-40.5513886233
129,-38.9566495638
130,-39.8224609666
131,-41.6524233511
132,-42.3598921448
133,-43.7202575391
134,-39.9340934211
135,-42.3005788039
136,-41.5294238575
137,-41.1198641633
138,-40.8266401125
139,-40.3283823087
140,-41.8905723425
141,-40.372411256
142,-41.7528016227
143,-42.0986820157
144,-41.198000392
145,-41.8834283499
146,-39.5915055756
147,-40.6251355629
148,-40.9279096716
149,-43.1567928465
150,-41.2121418369
151,-40.9934681732
152,-41.9198749327
153,-39.3796517046
154,-41.7778970117
155,-39.6525512897
156,-40.1862672502
157,-39.2787643926
158,-38.3636601508
159,-39.7741720936
160,-41.1835681714
161,-40.776511967
162,-41.9101961735
163,-40.6517044252
164,-40.8889745592
165,-43.1658510604
166,-41.6626773799
167,-41.7567369227
168,-39.5012888657
169,-40.778954785
170,-39.9261265684
171,-40.5099208222
172,-40.0557420942
173,-39.179107038
174,-39.7826470487
175,-42.2707169909
176,-38.8360259152
177,-40.002865283
178,-39.777034487
179,-42.3663210968
180,-39.2658693357
181,-39.9412386911
182,-40.3508829804
183,-40.9739244913
184,-42.3642377129
185,-41.832965307
186,-43.6202404641
187,-41.2626315528
188,-39.3512983253
189,-40.0683883832
190,-40.8841099226
191,-41.9934539612
192,-40.2988907237
193,-41.8902286324
194,-38.6219650123
195,-39.6457266523
196,-40.4113715295
197,-40.1528624128
198,-44.0380773795
199,-41.0204684311
200,-40.799474015
201,-40.155403735
